CL_f2_feb,CL_f3_feb,CL_notes_feb,CL_f1_aug,CL_notes_aug,CD_f2_aug,CD_f1_aug,CD_notes_aug,CD_f3_sept,CD_notes_sept
57,85,lights off,0,lights off,86,93,lights off,0,lights off
15,84,lights off,0,lights off,83,89,lights off,0,lights off
71,82,lights off,0,lights off,83,77,lights off,0,lights off
56,33,lights off,0,lights off,78,89,lights off,13,lights off
57,0,lights off,0,lights off,87,89,lights off,41,lights off
29,0,lights off,0,lights off,86,90,lights off,0,lights off
33,52,lights off,0,lights off,85,88,lights off,0,lights off
48,51,lights off,0,lights off,85,91,lights off,6,lights off
29,45,lights off,0,lights off,80,94,lights off,12,lights off
60,84,lights off,0,lights off,74,90,lights off,32,lights off
0,89,lights off,0,lights off,73,95,lights off,53,lights off
0,38,lights off,0,lights off,59,93,lights off,81,lights off
0,32,lights off,0,lights off,77,90,lights off,73,lights off
0,85,lights off,0,lights off,75,89,lights off,72,lights off
0,86,lights off,0,lights off,87,94,lights off,60,lights off
0,90,lights off,0,lights off,87,85,lights off,65,lights off
0,62,lights off,0,lights off,84,87,lights off,83,lights off
0,64,lights off,0,lights off,85,89,lights off,74,lights off
0,35,lights off,0,lights off,87,95,lights off,62,lights off
0,24,lights off,0,lights off,88,90,lights off,72,lights off
0,36,lights off,0,lights off,95,60,lights off,65,lights off
0,0,lights off,0,lights off,87,85,lights off,74,lights off
0,0,lights off,0,lights off,85,72,lights off,50,lights off
0,0,lights off,0,lights off,82,66,lights off,54,lights off
0,0,lights off,0,lights off,78,77,lights off,83,lights off
0,0,lights off,0,lights off,84,82,lights off,86,lights off
0,5,lights off,0,lights off,81,87,lights off,88,lights off
0,33,lights off,0,lights off,71,88,lights off,92,lights off
0,0,lights off,0,lights off,82,79,lights off,90,lights off
0,0,lights off,0,lights off,80,81,lights off,90,lights off
0,32,lights off,0,lights off,70,68,lights off,84,lights off
0,21,lights off,15,lights off,71,89,lights off,82,lights off
0,41,lights off,0,lights off,72,94,lights off,92,lights off
0,22,lights off,0,lights off,84,80,lights off,84,lights off
0,25,lights off,0,lights off,67,89,lights off,81,lights off
0,36,lights off,0,lights off,93,90,lights off,63,lights off
0,42,lights off,0,lights off,88,83,lights off,0,lights off
0,0,lights off,0,lights off,86,88,lights off,16,lights off
0,33,lights off,0,lights off,70,88,lights off,27,lights off
0,24,lights off,18,lights off,84,89,lights off,53,lights off
0,40,lights off,62,lights off,70,80,lights off,58,lights off
0,71,lights off,49,lights off,42,95,lights off,81,lights off
0,68,lights off,50,lights off,0,83,lights off,70,lights off
0,57,lights off,32,lights off,8,67,lights off,66,lights off
0,39,lights off,21,lights off,0,89,lights off,79,lights off
0,45,lights off,0,lights off,3,87,lights off,80,lights off
0,24,lights off,0,lights off,0,98,lights off,66,lights off
0,34,lights off,0,lights off,0,89,lights off,59,lights off
0,11,lights off,0,lights off,0,87,lights off,58,lights off
0,0,lights off,40,lights off,0,86,lights off,70,lights off
0,0,lights off,37,lights off,8,81,lights off,42,lights off
0,50,lights off,0,lights off,0,89,lights off,63,lights off
0,72,lights off,12,lights off,3,78,lights off,69,lights off
0,47,lights off,11,lights off,0,87,lights off,76,lights off
0,71,lights off,11,lights off,0,90,lights off,69,lights off
0,71,lights off,28,lights off,0,81,lights off,60,lights off
5,19,lights off,43,lights off,0,75,lights off,62,lights off
38,0,lights off,37,lights off,0,54,lights off,0,lights off
37,6,lights off,0,lights off,26,42,lights off,50,lights off
60,0,lights off,0,lights off,3,69,lights off,51,lights off
63,31,lights off,0,lights off,86,85,lights off,0,lights off
55,25,lights off,0,lights off,66,95,lights off,56,lights off
32,0,lights off,0,lights off,87,78,lights off,45,lights off
43,30,lights off,0,lights off,77,87,lights off,14,lights off
4,2,lights off,0,lights off,79,91,lights off,50,lights off
0,2,lights off,0,lights off,77,95,lights off,67,lights off
0,4,lights off,0,lights off,74,96,lights off,78,lights off
0,23,lights off,0,lights off,29,83,lights off,79,lights off
0,29,lights off,30,lights off,19,79,lights off,61,lights off
0,29,lights off,5,lights off,11,91,lights off,54,lights off
0,42,lights off,42,lights off,31,93,lights off,57,lights off
0,3,lights off,15,lights off,27,93,lights off,80,lights off
0,0,lights off,0,lights off,0,92,lights off,81,lights off
0,0,lights off,0,lights off,0,82,lights off,41,lights off
0,0,lights off,21,lights off,0,84,lights off,37,lights off
0,0,lights off,22,lights off,72,79,lights off,45,lights off
0,13,lights off,4,lights off,47,86,lights off,69,lights off
0,0,lights off,0,lights off,75,83,lights off,49,lights off
0,0,lights off,35,lights off,88,93,lights off,46,lights off
0,0,lights off,26,lights off,84,89,lights off,39,lights off
0,6,lights off,33,lights off,79,89,lights off,75,lights off
0,0,lights off,38,lights off,87,93,lights off,73,lights off
0,0,lights off,0,lights off,81,86,lights off,65,lights off
0,0,lights off,0,lights off,81,91,lights off,62,lights off
0,0,lights off,0,lights off,87,89,lights off,14,lights off
7,5,lights off,0,lights off,80,85,lights off,0,lights off
0,0,lights off,0,lights off,83,86,lights off,16,lights off
0,0,lights off,0,lights off,79,83,lights off,26,lights off
6,0,lights off,0,lights off,89,85,lights off,58,lights off
20,0,lights off,0,lights off,63,91,lights off,11,lights off
19,0,lights off,0,lights off,90,55,lights off,29,lights off
18,0,lights off,38,lights off,90,0,lights off,46,lights off
27,47,lights off,0,lights off,82,0,lights off,67,lights off
36,7,lights off,0,lights off,75,0,lights off,73,lights off
1,18,lights off,0,lights off,86,16,lights off,71,lights off
2,61,lights off,0,lights off,90,0,lights off,63,lights off
7,59,lights off,0,lights off,92,0,lights off,69,lights off
33,28,lights off,0,lights off,89,0,lights off,75,lights off
59,59,lights off,0,lights off,88,0,lights off,76,lights off
55,31,lights off,0,lights off,77,7,lights off,80,lights off
44,34,lights off,0,lights off,86,68,lights off,65,lights off
15,47,lights off,0,lights off,85,69,lights off,72,lights off
37,61,lights off,0,lights off,83,85,lights off,31,lights off
56,58,lights off,0,lights off,82,84,lights off,39,lights off
59,47,lights off,0,lights off,88,72,lights off,72,lights off
85,52,lights off,0,lights off,91,79,lights off,62,lights off
65,62,lights off,10,lights off,77,47,lights off,83,lights off
78,64,lights off,0,lights off,82,0,lights off,94,lights off
76,68,lights off,0,lights off,92,0,lights off,83,lights off
86,80,lights off,0,lights off,87,0,lights off,72,lights off
44,65,lights off,0,lights off,84,0,lights off,46,lights off
6,78,lights off,0,lights off,95,0,lights off,63,lights off
27,51,lights off,0,lights off,83,0,lights off,77,lights off
71,38,lights off,0,lights off,89,0,lights off,57,lights off
49,43,lights off,0,lights off,92,0,lights off,73,lights off
16,39,lights off,0,lights off,94,0,lights off,82,lights off
36,35,lights off,0,lights off,86,0,lights off,76,lights off
33,44,lights off,0,lights off,86,0,lights off,72,lights off
22,41,lights off,0,lights off,92,0,lights off,66,lights off
25,21,lights off,0,lights off,83,0,lights off,73,lights off
25,25,lights off,0,lights off,81,0,lights off,77,lights off
20,8,lights off,0,lights off,91,0,lights off,80,lights off
34,0,lights off,0,lights off,83,0,lights off,56,lights off
15,20,lights off,0,lights off,73,0,lights off,58,lights off
47,14,lights off,0,lights off,85,0,lights off,72,lights off
40,16,lights off,0,lights off,80,0,lights off,75,lights off
14,0,lights off,0,lights off,78,0,lights off,67,lights off
0,8,lights off,0,lights off,78,0,lights off,66,lights off
0,17,lights off,0,lights off,91,0,lights off,78,lights off
0,35,lights off,0,lights off,79,0,lights off,73,lights off
0,0,lights off,0,lights off,78,0,lights off,81,lights off
0,10,lights off,0,lights off,70,0,lights off,78,lights off
0,37,lights off,0,lights off,86,0,lights off,58,lights off
0,10,lights off,0,lights off,97,0,lights off,68,lights off
0,11,lights off,0,lights off,81,0,lights off,26,lights off
0,0,lights off,0,lights off,85,0,lights off,32,lights off
0,0,lights off,0,lights off,78,0,lights off,27,lights off
0,0,lights off,0,lights off,85,46,lights off,5,lights off
0,19,lights off,0,lights off,86,80,lights off,11,lights off
0,0,lights off,0,lights off,87,90,lights off,0,lights off
0,7,lights off,0,lights off,70,91,lights off,0,lights off
0,30,lights off,0,lights off,87,73,lights off,22,lights off
0,0,lights off,0,lights off,88,86,lights off,0,lights off
0,0,lights off,0,lights off,71,89,lights off,0,lights off
0,0,lights off,0,lights off,84,89,lights off,0,lights off
15,19,lights off,0,lights off,78,88,lights off,0,lights off
0,0,lights off,0,lights off,76,84,lights off,2,lights off
50,0,lights off,0,lights off,79,68,lights off,21,lights off
4,0,lights off,0,lights off,83,80,lights off,0,lights off
0,8,lights off,0,lights off,92,76,lights off,31,lights off
4,0,lights off,0,lights off,96,79,lights off,44,lights off
11,27,lights off,0,lights off,90,87,lights off,55,lights off
39,44,lights off,0,lights off,83,79,lights off,41,lights off
30,51,lights off,0,lights off,88,88,lights off,34,lights off
24,37,lights off,0,lights off,90,82,lights off,51,lights off
27,49,lights off,0,lights off,80,92,lights off,65,lights off
41,55,lights off,0,lights off,84,87,lights off,63,lights off
0,21,lights off,0,lights off,84,89,lights off,57,lights off
0,0,lights off,0,lights off,86,90,lights off,0,lights off
0,19,lights off,0,lights off,89,92,lights off,0,lights off
0,36,lights off,0,lights off,91,91,lights off,0,lights off
0,46,lights off,0,lights off,83,82,lights off,0,lights off
0,28,lights off,0,lights off,82,91,lights off,0,lights off
0,63,lights off,0,lights off,91,87,lights off,0,lights off
0,74,lights off,0,lights off,83,85,lights off,0,lights off
0,88,lights off,0,lights off,75,87,lights off,0,lights off
0,72,lights off,0,lights off,47,81,lights off,0,lights off
5,68,lights off,0,lights off,73,88,lights off,13,lights off
37,60,lights off,0,lights off,55,87,lights off,44,lights off
2,63,lights off,0,lights off,57,82,lights off,0,lights off
12,48,lights off,0,lights off,69,85,lights off,0,lights off
79,36,lights off,0,lights off,66,94,lights off,0,lights off
55,20,lights off,0,lights off,80,87,lights off,39,lights off
28,29,lights off,0,lights off,71,94,lights off,52,lights off
0,66,lights off,0,lights off,76,91,lights off,63,lights off
0,26,lights off,0,lights off,81,89,lights off,27,lights off
1,44,lights off,0,lights off,63,93,lights off,62,lights off
11,10,lights off,0,lights off,0,88,lights off,72,lights off
11,0,lights off,0,lights off,23,82,lights off,58,lights off
14,0,lights off,0,lights off,79,93,lights off,11,lights off
0,0,lights off,0,lights off,76,74,lights off,52,lights off
0,0,lights off,0,lights off,93,87,lights off,75,lights off
16,0,lights off,0,lights off,78,88,lights off,72,lights off
61,0,lights off,0,lights off,78,85,lights off,64,lights off
63,18,lights off,0,lights off,51,75,lights off,32,lights off
11,0,lights off,0,lights off,75,0,lights off,62,lights off
0,0,lights off,0,lights off,92,0,lights off,76,lights off
0,17,lights off,0,lights off,67,0,lights off,44,lights off
0,0,lights off,0,lights off,86,0,lights off,0,lights off
0,0,lights off,0,lights off,88,0,lights off,0,lights off
0,0,lights off,0,lights off,75,50,lights off,0,lights off
0,0,lights off,0,lights off,92,4,lights off,0,lights off
0,0,lights off,0,lights off,86,61,lights off,0,lights off
24,0,lights off,0,lights off,85,47,lights off,0,lights off
12,1,lights off,0,lights off,64,0,lights off,0,lights off
0,3,lights off,0,lights off,44,41,lights off,0,lights off
0,0,lights off,0,lights off,80,63,lights off,0,lights off
0,0,lights off,0,lights off,79,77,lights off,0,lights off
0,0,lights off,0,lights off,80,90,lights off,0,lights off
0,0,lights off,0,lights off,88,80,lights off,0,lights off
0,3,lights off,0,lights off,83,91,lights off,0,lights off
0,4,lights off,0,lights off,82,82,lights off,0,lights off
0,0,lights off,0,lights off,75,78,lights off,0,lights off
0,0,lights off,0,lights off,46,81,lights off,0,lights off
0,0,lights off,0,lights off,50,81,lights off,0,lights off
0,25,lights off,0,lights off,75,91,lights off,0,lights off
0,32,lights off,0,lights off,72,80,lights off,0,lights off
0,67,lights off,0,lights off,89,85,lights off,0,lights off
0,10,lights off,0,lights off,89,81,lights off,0,lights off
0,0,lights off,0,lights off,74,91,lights off,0,lights off
0,0,lights off,0,lights off,79,85,lights off,0,lights off
0,0,lights off,0,lights off,84,82,lights off,0,lights off
0,0,lights off,0,lights off,79,47,lights off,0,lights off
0,0,lights off,0,lights off,87,92,lights off,0,lights off
0,0,lights off,0,lights off,90,88,lights off,0,lights off
0,0,lights off,0,lights off,92,78,lights off,0,lights off
0,0,lights off,0,lights off,92,77,lights off,0,lights off
0,0,lights off,0,lights off,90,82,lights off,0,lights off
0,0,lights off,0,lights off,85,89,lights off,15,lights off
0,0,lights off,0,lights off,90,91,lights off,4,lights off
0,0,lights off,0,lights off,84,65,lights off,16,lights off
0,0,lights off,0,lights off,82,58,lights off,0,lights off
0,0,lights off,0,lights off,88,30,lights off,0,lights off
0,0,lights off,0,lights off,89,28,lights off,0,lights off
0,0,lights off,0,lights off,79,0,lights off,0,lights off
0,0,lights off,0,lights off,69,0,lights off,0,lights off
0,0,lights off,0,lights off,81,0,lights off,24,lights off
0,0,lights off,0,lights off,78,0,lights off,34,lights off
0,0,lights off,0,lights off,83,0,lights off,16,lights off
0,3,lights off,0,lights off,77,0,lights off,0,lights off
0,0,lights off,0,lights off,82,0,lights off,0,lights off
0,0,lights off,0,lights off,86,0,lights off,0,lights off
0,0,lights off,0,lights off,76,0,lights off,0,lights off
0,4,lights off,0,lights off,90,43,lights off,0,lights off
0,0,lights off,0,lights off,79,84,lights off,0,lights off
0,0,lights off,0,lights off,81,71,lights off,5,lights off
0,17,lights off,0,lights off,65,81,lights off,13,lights off
0,68,lights off,0,lights off,76,81,lights off,54,lights off
0,70,lights off,0,lights off,73,71,lights off,70,lights off
0,68,lights off,0,lights off,81,53,lights off,69,lights off
0,74,lights off,0,lights off,74,78,lights off,14,lights off
0,62,lights off,0,lights off,84,85,lights off,0,lights off
0,59,lights off,0,lights off,78,84,lights off,0,lights off
24,21,lights off,0,lights off,89,78,lights off,0,lights off
9,45,lights off,0,lights off,76,90,lights off,0,lights off
42,68,lights off,0,lights off,70,91,lights off,0,lights off
5,69,lights off,0,lights off,75,81,lights off,0,lights off
0,72,lights off,0,lights off,83,91,lights off,0,lights off
0,51,lights off,0,lights off,83,89,lights off,0,lights off
0,70,lights off,0,lights off,90,90,lights off,0,lights off
0,64,lights off,0,lights off,82,86,lights off,15,lights off
